row,narrative,label
5157,"I was contacted about this debt back around XXXX. I stated then that I was n't aware of this debt and requested information that was never received. It is now 7 to 9 years later ( beyond collections statues ) and I 'm being harassed again via phone calls and mailed letters for money in the amount of {$12000.00} for a debt with XXXX  XXXX XXXX and Velocity Investments , LLC. The letter states the principle balance is {$7200.00} and Interest Balance of {$5200.00}. 

Please provide documentation as well as check the FDC status.",
5159,"i am a consumer by law. i did not submit this in error. 
Experian did not have my explicit written permission to report my private information. I'm seeking compensatory damages and asking for my private information to be deleted.",
5169,"I was out of the country for three months from XX/XX/XXXX to XX/XX/XXXX for family emergency. 
When I came back, my debit card is not working. I went to the bank of america on XX/XX/XXXX and I ask them why is my debit card not working. They told me, my bank accounts are frozen because of suspicious activity. My all money in the account is not there. And I immediately claimed those withdrawal are not mine. 
These is for sure fraud to my account. I notice the scammers fraud my bank. I report to federal trade commission someone is using my personal information and I let them know. 
I lost from my saving account XXXX dollars and checking XXXX dollars. I'm very disappointed by this situation. I can't pay my rents and it's ruins my life so bad. 
After all investigation, from the bank they are saying, the charges are made by you or by someone who has permission to use the card. I do not authorized any one. I don't lost any card or Id either. This is like covering up the situation for me. This is totally unauthorized debit transaction.",
5175,"I have called chase several times requesting a wire fraud scheme of {$16000.00} dollars sent to an XXXX XXXX who was then sent to a XXXX XXXX. 

I sent them money for and XXXX verification badge in XXXX of 2022. As of today I have been blocked on all platforms and denied a refund for the service that was never rendered. When I opened a wire recall withdrawal and spoke with representatives they said it was up to who I sent it to. 

I spoke to XXXX several times who begged me to cancel it and he would help me retrieve my money. That never happened. So I have been defrauded of {$16000.00} and many others have been as well. I will attach the links below. 

I tried to escalate this with chase and they essentially told me tough luck. 

I want a solution to this. I filed a complaint with the ftc and fbi as well XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",
5183,"STOP XXXX CONTACTING ME XXXX XXXX IN DAMAGES FOR THE EMAIL ON XXXX OF XXXX. 

NELNET, STOP COMMITING FRAUD AND LABELING THESE COMPLAINTS AS DUPLICATES. THEY ARE ABOUT SEPARATE COMMUNICATIONS AND ARE NOT DUPLICATES OF EACH OTHER. THEY RESULT IN SEPARATE AND ADDITIONAL DAMAGES.",
5186,"I have filed multiple disputes with current since XXXX. Current is quick to close any dispute without providing true evidence in relation to their denial. Both of my last disputes were with the same merchant XXXX and when the disputes were filed I provided a direct email from the merchant stating that while they were unable to process refunds current should go ahead and initiate chargebacks for the amounts. While the merchant agreed I did not initiate the purchases current refuses to initiate chargebacks. They fail to respond to any email in relation to these disputes, and fail to provide DOCUMENTATION as to why they have denied the disputes. Rather currents one response which took 2 weeks to receive was a generic outline with no documentation attached. Current fails to adhere to basic banking guidelines, fails to use customers evidence when conducting disputes, and fails to respond to customers in their own time allowed. Their emails state a response within 24 hours and this never happens. Their support claims a response in 5-7 days which also never happens. Id like current to actually do as the merchant has stated and initiate chargebacks on all charges.",
5198,"Inquiries continue to pop up. I admit are not mine. I would want deletion from this. It is affecting me. Dates are listed on credit reports. 
XXXX  shows XXXX XXXX twice. XXXX. XXXX XXXX, XXXX XXXX and all others that show on XXXX and XXXX XXXX where i sent the uploads. I had open and closed a credit card with XXXX XXXX and claed the account due to loss of job and months later i notice two inquires for the same credit card service i didn't apply. I spoke with someone and they where not able to tell me why they are inquiries on my account. I ask for deletion and was advise no.",
5209,"On XX/XX/22 I entered the bank at XXXX XXXX XXXX, XXXX, TN XXXX to deposit {$5000.00} in cash that I had withdrawn from my personal account at XXXX  XXXX XXXX. I ensured that I had the receipt b/c on several other occasions First Horizon has refused to take a deposit from my husband for a dividend check from his mom of {$21.00}. Interestingly, my husband has been a client for this bank for over 40 years and his mom for over 60 years as well my husband has approx. $ XXXX so what is the risk. Today, however I attempted to deposit $ XXXX cash into a joint savings account with my husband and was asked for my SSN and where I worked. I did not throw a fit mostly b/c the teller was just doing her job but this bank seems to go over and beyond what would be considered legal. I am concerned that these decisions are racially motivated except for the fact that some of these policies are being enforced by people of XXXX. Enough with this bank!!!",
5210,"I found out my federal student loans were forgiven in XXXX, XXXX from Mohela. On the notification I was told I was owed {$2100.00} because the loans were actually forgiven in XXXX, XXXX so I overpaid. 

The letter said to call to verify my address, which I did XX/XX/XXXX. At that point I was told it would take 2 months. I called back after the 2 months ( XXXX, XXXX ) was up and was told it takes 3 months. Once the third month passed, I made MULTIPLE calls, sat on hold for hours, and kept getting told they could do nothing. 

XX/XX/XXXX I demanded to speak to a supervisor, which I did. XXXX the supervisor said he figured out the problem and my refund would be on the way, but could not tell me how long this would take. In XXXX, XXXX, which was again 3 months since I spoke to XXXX, I called back and was told the final review was XX/XX/XXXX and it was approved. 

Today 's date is XX/XX/XXXX and I still do not have my refund, a year later. 

This has been the most frustrating experience. The hold time with Mohela is unreal, only to find our they can not help me. 
I was given this website to help get my refund and hopefully help myself and others get the refund deserved. 
Thank you. 
XXXX XXXX",
5212,"I recently reviewed my credit report and noticed an account that was not reporting accurately, I had a few late payments on an account that I was in fact paid on time. The consumer reporting agencies need to report all information with complete accuracy. This account has not been late on payments I've attached a copy of my report to this complaint on the following dates XX/XX/year>2025 I'm now requesting you investigate this account and update these payments to paid on time immediately. Thank you for your understanding and prompt action. 

SEE ATTACHED.",
5215,"Applied for a US Bank credit card, co-branded with XXXX XXXX a few weeks ago. Just got the card a week ago and now they are stripping the most valuable benefit from this card. The benefit ( a free night on any reservation ) is still on their website and advertized to people who sign up. I find this extremely unethical and dishonest. All they offered to do is close the card, but my credit report has already been pulled and is now worse than it was before opening this card. In addition, while talking to them, their agents constantly lie and evade questions.",
5219,"I applied for a XXXX XXXX XXXXXXXX XXXX XXXX on XX/XX/XXXX, and was approved for {$3000.00}. However, I never received the card or statements. After 30 days, I called and my account was locked for verification. I sent my SSN as requested, but they claimed they never received it. Despite providing the info, I still couldnt access my account. On XX/XX/XXXX, I received a notice saying my account was closed, and I owe interest and late fees on an account I couldnt access. They do credit cards with Comenity Bank ( Bread Financial )",
5221,"I made a payment from my XXXX account to my American Express credit card on XX/XX/XXXX for {$600.00}. Generally, XXXX offers the option to issue the payment as either a Wire Transfer or a Real Time Payment. For some reason, their mobile app automatically routes the transaction through the Real Time Payment network, so my payment was issued as an RTP, which according to XXXX, is settled immediately. On the American Express side, they claim that they can not locate the payment and asked for a document providing confirmation of the settled transaction, which they provided. Now, American Express says that the funds were returned to XXXX on XX/XX/XXXX, but XXXX can not locate the funds on their end, stating the following : "" Please provide a tracking number or reference number for the return of the funds. We can not locate the funds without a reference number. Please note, the reference number listed in the letter from American Express is their internal case number, not a number related to the transaction. '' On XX/XX/XXXX, American Express provided a reference number that XXXX claims they can not use to locate the payment. I need one of the 2 banks to take accountability and return my funds.",
5242,I contacted Chex Systems in order to get my information out of Chex systems. They have not done a proper investigation. I contacted them last month. I need them to remove me from the system because I did not do this.,
5249,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, FL, XXXX XXXX XXXX XX/XX/XXXX Dear XXXX XXXX XXXX I hope this letter finds you well. I am writing to bring to your attention an unfortunate incident that occurred in XXXX, which has had significant repercussions on my life since then. 

On XXXX, my purse was stolen, containing all of my important documents, including my identification cards, social security card, and other sensitive information. This incident not only left me without crucial personal belongings but also made me a victim of identity theft. 

Since the theft, I have been diligently working to mitigate the consequences of the identity theft. I have reported the incident to the authorities and have taken necessary steps to protect myself from further harm, such as placing fraud alerts on my credit reports and monitoring any suspicious activities on my accounts. 

However, despite these efforts, the aftermath of identity theft continues to affect me. It has been a challenging journey to restore my identity and regain control over my financial and personal affairs. 

I am reaching out to you in the hope that you may assist me in [ specific assistance needed ]. Any support or guidance you can provide would be greatly appreciated as I continue to navigate through the aftermath of this unfortunate event. 

Thank you for your attention to this matter. I look forward to hearing from you soon.",
5262,"I am writing to formally express my concerns regarding Zelles handling of disputes, particularly in light of the recent CFPB lawsuit, highlighted and significant issues with the platform. dispute using Zelle numerous times and reporting discrepancies, my financial institution in Zelle failed to investigate my claims adequately. They informed me recovering lost funds was impossible, and that tracking these transactions was unfeasible. The CFPBs finding indicate that Zelle has not only neglected to protect consumers, but also allow repeat offenders to exploit the system, leaving users, vulnerable to scams. This lack of accountability and transparency is unacceptable and raises serious concerns about consumers safety.",
5265,"I have a Paypal account, which I was using to transfer my SSI funds ( which are protected under Federal Law ( Section 207 of the Social Security Act, codified at 42 U.S. Code 407. This law prohibits garnishment, levy, or other legal processes against Social Security benefits, including SSI, with very limited exceptions ) ) into the account and then transfer to a bank account. I did this to have less fees than an ATM. Other these transfers ( which happened near the XXXX of every month ), I made a couple or few purchases from XXXX ( shoe store ), transferred {$10.00} twice to a family member ( which has a Paypal account with a name XXXXXXXX XXXX XXXXXXXX, transferred funds to XXXX, and possibly donated to a nonprofit. I haven't used the account for selling ( in probably more than 10 years ) and have not used the account to accept payments from others. Paypal gave a reason to hold the funds for 120 days due to unusual activity, which they can not tell me the reason specifically. I am not sure if they are legally able to hold my funds since the funds are protected under the code above. There are only a little more than {$50.00} in the account, which is not hurting me at all, but I feel the possibility of being targeted for some reason, and they will not explain. I am not in or have been engaged in any illegal activity. It just seems very weird for them to do this. I like to know, if possible, does Paypal have a legitimate reason to hold the funds.",
5270,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to tak timely and effective measures to prevent and + address fraud on their platform, leaving my account vulnerable and unprotected.

Furthermore, their dispute resolution process 8K was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and 41 financial loss, and I seek appropriate redress for these violations.",
5271,"My account was closed in XXXX. A check for the entire account balance was supposed to be mailed to my address, but I never received it. 

Chase representatives have stated they can not track the status of the check and believe that, due to the time elapsed, the funds were likely escheated to the unclaimed property department of my last known state of residence.

However, Chase has refused to provide me with the Escheatment record ( as proof of transfer to that state or any other ) or the final account balance at the time of closure. 

I have already searched the unclaimed property databases of my last state of residence, the state where the account was opened, all other states in which I have resided, and also the state of Ohio, per Chase 's request. I have found no record of these funds under my name in any of these states.",
5274,I had a Victoria 's Secret credit card and used it twice for my own purchases and paid them off. Then a person I was living with stole my card and charged over {$500.00}. I tried contacting Victoria 's Secret to dispute the charges but they said that they would not because there is no way that someone else used my card. I told them that I refuse to pay a debt that is not mine but they persisted and then after not receiving money for a year they sent it over to collections. I am just now finding out that I can dispute the claim.,
5283,"Credova told me in XXXX that my last payment was in XXXX. In XXXX they send me a notification that they were going to debt my bank account for another payment of {$160.00} They didnt debit my account and instead are coming back saying I owe them another XXXX. So they didnt take the money and instead are calling me 3-4 up to 5 times a day saying they have sent me to collections and need to resolve the issue. This isnt right, they were supposed to debit my account in XXXX and didnt and are now treating me with reporting to credit bureau .",
5286,"My mortgage company before XXXX sold my account to XXXX. I started having payment issues with Newrez on XX/XX/2023 thought my payments of XXXX were going through. I received confirmation numbers but they would send the payments back. I tried paying both online and on phone. I asked why I was having the issue they said it was my bank or lack of funds. I was more than sure that have enough funds to pay, i called my bank they said it wasnt on their end. I tried paying online, and called made double payments so i pretty sure I had till XXXX paid. I did not go through. I paid online again. My bank shows multiple payments. Im sure I paid more now but they have confusing system. Now I have a low credit score and also the person who is on the loan with me.",
5295,"My chase checking account was closed by chase at XXXX. Chase didn't provide me any reason or information about why my account by closed. They hold all of my money until now XXXX, I have to borrow money to pay my rent and living. I call the chase service number every week, I call them more than 20 times, and everytime they give me the same answer "" back office still review your account, after they finished review your account then deicide whether they decide to release your fund. They not gon na tell you when they will finished review ''. And I also visit Chase branch for 4 times, they can't help me anyway. This has made my life very difficult and even made me afraid to open a account in any bank, because once you put your moeny in, you have no right to have your money! 

I feel like chase a bank acting is bullying the consumer, you can't fight with a bank and they don't give you any reason why they don't give you your money back. Such behavior is simply bullying consumers. I need CFPB give me some help please. 

Thank you",
5296,I called on XX/XX/07 to file a claim dispute with Chase for a XXXX unauthorized charge for my account ending in XXXX. I spoke Chase and dispute and they stated they are unable to get the funds from XXXX.,
5318,"We submitted multiple checks for escrow and scanned the front of the checks ( front only ) and emailed them to the contractor as proof of delivery. The contractor was fired from the project after delivery of the checks to escrow. The checks were written on XX/XX/XXXX and cleared our account on XX/XX/XXXX. I called our attorney to confirm he still had the original checks in his possession, which he did, still held in escrow The contractor printed the PDF 's that were emailed to him, cut the paper into check size and endorsed the back, which as a blank sheet of paper and proceeded to mobile deposit them into his Bank of America account. You can clearly see in the attached documents that the checks were printed on a printer, cut into size and the back is blank because it was a sheet of paper and not an actual check. We notified our relationship manager at Regions bank on XX/XX/XXXX regarding the fraudulent checks, she agreed they were fraudulent and informed me we had 60 days to file a complaint. The checks were on our XX/XX/XXXX statement so we were within the time constraints. Our relationship manager incorrectly filled out the claim so Regions internally rejected the claim twice in 4 months without ever sending the claim to XXXX  XXXX XXXX. When Regions finally sent the claim to XXXX  XXXX XXXX, at our request, XXXX XXXX XXXX paid 2 of the 7 fraudulent checks but the contractor had drained his account of money so the other checks didn't get paid. I've attached copies of the checks and a response from Regions regarding the claim. 

Regions still does not fully understand that the images that were mobile deposited are not of the actual check, they were photos of an image printed on a printer with no actual back of the check.",
5319,"XX/XX/XXXX I contacted Hyundai regarding getting the title and bill of sales after I was told by XXXX secretary of State that I needed the title/bill of sale before it could be transferred to me. The lease was paid off in XX/XX/XXXX.. On XX/XX/XXXX I spoke to a customer. rep who said that the title dept only worked on titles 2 days a week. They sent an e-mail, which I never received. In early XX/XX/XXXX I received a notorized disclaimer regarding the car but no title or bill of sale. I have contacted the company by mail as of XX/XX/XXXX.",
5320,"I appreciate your time to REMOVE some of the inaccurate items in my file that resulted from problems caused by inaccurate credit information, but I still have ITEMS left that needed to be removed. This is my new attempt to dispute an inquiry in my credit file which resulted from an incorrect credit report details. Again, Im sending over an Identity Theft Report # XXXX. Pursuant of FCRA section 605B ( a ) ( 1 ) ( 2 ) you are required to remove any information in my file that resulted from an alleged identity theft, not later than 4 business days after the date of receipt with ( 1 ) appropriate proof of the identity of the consumer ; ( 2 ) a copy of an identity theft report. 
EXPERIAN : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX4. Please note that you have 4 business days to remove the reporting of any items in my credit file that resulted from an incorrect credit report details. I do not consent to XXXX or any means of automated verification.",
5333,"All of sudden, I received an ATM card from Citizens Bank on XXXX XXXX, 2016 and then another letter following day that welcomes me for opening an account with them ( which I HAVE NEVER DONE ) and asking for my signature. So I called the XXXX XXXX XXXX ( found on letter ). I told the Citizens Bank customer service how I have never opened an account with them and requested closing the account immediately but I was told I need to provide my social security number or somehow go to their branch somewhere in XXXX to get any help. Either that, just cut the ATM card. How that solves any problem knowing that an account is opened under my name without my knowledge and permission? I believe my 2 phone conversations with them is recorded. Prior to this, I have never even heard of Citizens Bank. I read online this is a very common phishing practice to acquire new customers. It 's very disturbing and worrisome. Please help.",
5335,"I am disputing the collection account with Jefferson Capital Systems , LLC, account number XXXX XXXX XXXX XXXXXX/XX/year>, with a balance of {$490.00}. This account is unverified and does not belong to me. Despite my efforts to resolve this issue by contacting both the collections agency and the original creditor, I have not received any satisfactory resolution. I request an immediate investigation into this account and demand that Jefferson Capital Systems , LLC, provide verifiable proof of ownership and validity of this debt. I expect a swift response and the removal of this erroneous information from my credit report in accordance with the Fair Credit Reporting Act ( FCRA ). I had my identity stolen and this account must come from that.",
5336,"I am filing a complaint against Block , Inc [ CashApp ] due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Block , Inc [ CashApp ] failed to take timely and effective measures to address issues on their platform, leaving my account vulnerable and unprotected.

Furthermore, their dispute resolution process was both unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These failures have caused significant inconvenience, financial loss, and unnecessary stress, and I am seeking appropriate redress for these issues.",
5341,"On XX/XX/year>, at approximately XXXX AM, I contacted Credit Acceptance and spoke with a customer service representative regarding the past due balance on my account. During the conversation, I inquired whether a portion of the late fees could be removed if I made a partial payment toward the past due amount. The representative informed me that Credit Acceptance would be willing to remove XXXX late payment fees. 

However, as of Friday, XX/XX/year>, those fees have not been removed. I subsequently spoke with XXXX additional customer service representatives, and neither was able to locate any notes or records of the prior agreement. 

I am concerned about the inconsistency in communication and the continued assessment of late fees despite having an active payment arrangement in place. This experience raises serious concerns about the transparency and practices of Credit Acceptance, and I urge a thorough review and resolution of this matter.",
5343,"Hello. Please know that I take my credit seriously, and I'm deeply concerned about the inaccurate inquiries I saw on my credit report. These mistakes are causing me stress and it's also impacting my ability to secure new credit. Ive worked hard to build my credit, and its frustrating to see it negatively affected by errors that arent my fault. It is stressing me out and making me XXXX. Hope you can address this soon, please. This situation is unfair, and I need it corrected immediately to prevent further damage. Thanks.",
5347,Chime allowed an unauthorized transaction to debit my card after I got confirmation from them they blocked charges and no money has been taken out of my account. But the total opposite happened they allowed them the transaction and I still have t been refunded my money,
5355,"The lender ( https : //www.myloancare.com/ ) has not paid property taxes from the escrow account. I have raised 2 tickets with the lender with the tax bill attached and called them 4 times in XX/XX/2021. They do not respond to the online tickets and on the call I get a different response every time. 

The tax deadline is XX/XX/XXXX and I am concerned they will not pay in time and I will be stuck with the penalty as well. 


I have attached the receipts for the 2 tickets I have raised with the lender and the tax bill.",
5356,"The account in discussion is Keybank NA account # XXXX the issue at hand is a late pay reported in XX/XX/2020, due to Covid-19 I was unable to make the payment. When I was well enough to work I did make the payment immediately.",
5358,"Purchased some crypto currency using an address from my coinbase wallet. Horrible customer service. Still trying to get a useful response from coinbase after 25 days of repeated attempts. Case # XXXX I am not alone with this problem 100 of people accross the USA and around the world have fallen victims of this fraudulent company which has its head office in XXXX  XXXX XXXX. 
Here are some of the key players at Coinbase you can contact : XXXX XXXX CEO XXXX XXXX COO XXXX XXXX Head of Engineering Will Conder Recruitment XXXX XXXX Global head of belonging Inclusion and experience XXXX XXXX Director of Product management",
5359,"Wells Fargo did nothing to resolve complaint XXXX-XXXX  Wells Fargo has had several opportunities to bring my account up to date and they have refused to do so. They simply explain what happened, and then they tell me they transferred my mortgage to another bank. They have yet to offer a resolution, but simply an explanation of what happened. They received documents establishing a partial claims promissory FHA HUD1 note on XXXX XXXX and were supposed to apply the funds from that note to my loan. They didn't apply those funds, and on XX/XX/XXXX they transferred my mortgage to XXXX XXXX. XXXX. As it is now I owe the money for this note at the end of my mortgage, and Wells Fargo has yet to apply those funds to my mortgage which is what they are bound to do by the documents of this note. This has been going on since XXXX and I have made several attempts to get them to post the money from the Partial Claims note to my mortgage and they refuse to do so while telling me they transferred my mortgage.",
5363,"Recently Wells Fargo placed a hold on my accounts without providing a clear reason. They requested that I update my legal status documentation, which I submitted on time through their system. However, they failed to notice or acknowledge that I had uploaded the documents and still proceeded to place the hold on my account. 

Despite the hold, the account continues to accept deposits, including my work checks, but I am unable to access any of my funds. This has created significant financial strain, and I am unsure of how to resolve this issue effectively since the wells fargo representatives didnt give me any solutions, their only option is that I need to wait.",
5369,"Hello, I held a mortgage with Fifth Third Bank and refinanced with another lender around XX/XX/2022. 

I had mistakenly made XXXX 's mortgage payment ( {$940.00} ) to Fifth Third as my account was on auto-pay. I was told my escrow funds with the bank were applied to my final payoff, and my XXXX mortgage payment of {$940.00} would be returned to me in the form of a check in the mail as it should have never been remitted due to the timing of the refinance closing. 

At this time, I never received the check, and I am told the check was mailed out on XX/XX/2022, and cashed on XX/XX/2022. I have been following up with Fifth Third Bank for months trying to get information on the cashed check. 

I have not received any check imaging from Fifth Third Bank after numerous requests and now that it's been almost three months. I suspect the check may have been cashed fraudently and I am trying to verify this and figure out how to recoup the funds. 

Fifth Third Reference Number - XXXX Unfortunately, after almost three months and multiple attempts of trying to retrieve check images, and trying to resolve this with Fifth Third Bank, I do not feel they are responding appropriately and now need to escalate this matter to CFPB. 

Please let me know if there is any additional information I can provide or be of any further assistance at this time. 

Thanks, XXXX ( XXXX ) XXXX XXXX XXXX",
5372,I always cash my checks with my bank or deposit them into my fifth third bank account. Either 3-24hours funds are ALWAYS available. Now all of a sudden they are putting a 7 day hold thats realistically 14days because they want to verify a check I always deposit into my account. Rents due house just got caught on fire and all my utilities are due and they dont want to help in the slightest with releasing my funds. If I was going to know this wouldve been an issue I wouldve just cashed my checks with my workplace at money services and just paid the 8 . I deposit into my bank cause of the convenience of owning a bank. Now all of a sudden the convenience became an inconvenience and now they some how cant help me at all with the same check they verify within 24 hours. Then I tell the manager of the branch what happened and why I need the money released sooner and if theres anything they can do to help and he gives me an attitude and hangs up the phone. I will be closing my account but not before I make a formal complaint because this is ridiculous.,
5376,"I had an established relationship with the company. I paid by bill on time and ensured the credit limit was always available.

In XXXX  of XXXX  I was asked to verify my identity. this was after I had the account for almost a year. I submitted documents on their app and waited weeks for verification. the company wasn't able to verify my identity, waited weeks to respond to any questions and closed my account. Customer service is almost non-existent. yet the company continues to email me statements with a XXXX balance and credit limit. 

I am not the only person having this issue. the comments listed in the XXXX XXXX are riddled with customers who have had the same issue.",
5394,XXXX XXXX XXXX XXXX came back saying that I didnt have title insurace i Paid {$600.00} it was documented they lied about this saying I didnt have any. Furthermore they said I received {$84.00} check I never did get any check like that please have them send copy to me there is no and satisfaction letter was not discharge of mortage The Court did not accept this The Court said that they did not d this properly. XXXX XXXX agrees this was their mistake and didnt do it properly. How can they get away with lying like this this is so wrong. There was a lien left on my property. They did not do the title work properly. Will be faxing the documents showing all this too big they wont let me attached files called the CFPB and they said just to fax it and send with complian number so I will be doing that.,
5395,"O
n XX/XX/XXXX I opened a Citibank Account Checking online where a promotion was advertised for {$300.00} for opening an account. There was a delay in processing the opening on Citi 's ed but the account was opened and it was confirmed on the phone that the promotion was attached to my account.
The terms stated : Within 45 days after account opening, make a qualifying deposit of {$15000.00} or more in new-to-Citibank funds into the new checking account or your new or existing Citibank Savings Plus Account or Citi Savings Account and maintain a minimum balance of {$15000.00} for 30 consecutive calendar days following the date you made your qualifying deposit.
Within 45 days after account opening, complete 1 qualifying Direct Deposit to your checking account or make 1 or more qualifying purchase transactions with your Citibank Debit Card totaling {$250.00}.
On XX/XX/XXXX I deposited {$15000.00}. OnXX/XX/XXXX I deposited {$340.00} and I made a debit purchase for {$250.00}. My statement ending XX/XX/XXXX shows an ending balance of {$15000.00} and I maintained {$15000.00} or more the entire time of the first 30 days since my deposit.
I have called and done live chat and I 've been told that my bonus is coming. Yesterday I did live chat and was told the back office was being contacted and that my bonus would post in 1-2 days. I will attach this live chat from yesterday. Today I received a letter that I 'm not eligible for a different bonus which required a $ XXXX deposit for {$500.00}. This is not the account I applied for.",
5396,"On XXXX XXXX my account was overdrawn {$31.00} at end of daily transactions. I was charged two {$34.00} insufficient funds fee. I had enough in my account cover all but one item. I should have been charged only one fee. The withdraws were sequences so they could charge me two fees. I was charge {$34.00} for a {$20.00} item and {$34.00} for a {$25.00} item. Page 2 reflects several withdraws with amount greater than {$31.00}. They paid highest amt to lowest amt which results in Chase being able to collect more fee.
I spoke to XXXX XXXX ( supervisor ). She said she could only refund me back {$14.00} of the {$68.00} they charged me because I had been refunded fees in the past.
My complaint is had they not sequenced the way they did I would have only had one {$34.00} fee not two.",
5400,"This letter is a formal compliant that you are reporting and incomplete credit information. According to the Fair Credit Reporting Act section 609 ( a ) ( 1 ) ( A ), you are required by federal law to verify, through the physical verification of the original signed consumer contract, any and all accounts that you post on a credit report. Otherwise anyone paying for your reporting services could fax, mail or email in a fraudulent account. I demand to see verifiable proof ( I.e. : an original consumer contract with my signature on it ) that you have on file for the account listed below. Your failure to positively verify these accounts has hurt my ability to obtain credit. Under the FCRA, unverifiable accounts must be removed and if you are unable to provide me a copy of verifiable proof, you must remove the account listed below. I demand that the following accounts be verified or removed immediately :",
5409,I had what I now know was not the fraud dept text and call me to verify some transactions that were pending. The were visible at the time as pending. The person knew my exact amount in the XXXX accounts and how to process an account closure and send funds to the new account. I sent XXXX transactions of {$2700.00}. XXXX and {$1300.00} on XX/XX/year> this was my whole XXXX paycheck for the month. They then said to logout and the new account will appear with my money in XXXX minutes. They also said that for XXXX my new cards would be sent out expedited.,
5421,"On the XXXX, the "" items you can not shop for '' are outrageous. A credit report fee of {$250.00}. That is obviously marked up. I was my understanding that the required items for closing were a pass thru fee, the exact cost to the borrower. From this lender, they are apparently marking up the required fees. I have the XXXX. This is my son in law. I am supplying a gift letter for closing funds. I would definitely shop for these items as they are way out of line for what the market normal is.",
5424,"I kept my word and paid my account in full. I had to sell furniture out of my house, pawn my class ring, and borrow money from relatives over the months to pay this collections account. As it turns out, the representative who initially and constantly contacted me was making false threats. Regardless, I paid my debt. What I am most upset about, though, is the fact that I still have n't received my paid in full letter, and neither has XXXX XXXX XXXX. It suddenly seems as if the phones no longer work in the office which once incessantly called me. The day I paid the account in full, I was assured that I 'd get a letter stating such. The said letter has not been received. I called several times and left voicemails. This practice is shady and unprofessional, and I certainly hope it 's not indicative of how other clients are treated. What type of business is unwilling to state its name via phone? I called XXXX and was told that debt collectors on their behalf can not file legal action -- fraud charges ( but this is what "" XXXX XXXX '' of XXXX XXXX told me in XX/XX/XXXX ). At this point, I almost feel as if I 've been defrauded.",
5434,"I received a large direct deposit from my employer into the account for my annual bonus and my normal bi weekly pay check on XX/XX/2024. I made some large purchases and they froze my card. They did unfreeze after calling customer service and verifying my identity but on XX/XX/2024, I received an email from credit karma email address : XXXX stating that my account is locked for my protection again. I reached out to customer service several times on XX/XX/XXXX via email, chat and phone. All reps keep saying the same message : they can not inform me why my account is locked and that my account is under review by a higher department. There is no direct contact information for this department I have to wait for an email from them. 

Well today XX/XX/2024, I went to log into my account and the account was closed. I can not view my account in the app or online. Instead its prompting me to apply for a new account. I called customer service again today and was informed that the account is closed. I had {$390.00} in the account and the representative could not tell me how they plan to give me access to the money that was in my account before they closed it. The representative also could not tell me why it was closed or locked in the first place. Keep referring me to this email Im supposed to be getting from the higher department who has no direct contact information. There are hundreds of folks on XXXX experiencing this same exact issue and getting the run around from credit karma customer service. I still have not received an email from this higher department regarding account lock or closure.",
5441,"A XXXX  by the name of XXXX, who is in a gaming group called XXXX XXXX, used XXXX  to announce he is selling XXXX XXXX and I started speaking with him through direct message on XXXX and eventually sent him the money through PayPal. He then continued to block me and hasn't answered any of my emails. He scammed me and stole my money. I reported an issue to PayPal but I have to wait up to 90 days, and I reported him on both XXXX and XXXX.",
5443,"Paypal put my account on a permanent hold stating my activities were against their policy. They were not. I purchase items and receive a rebate for the item. Nothing illegal or unethical. Companies do this all the time to get their products known, promote customer loyalty, etc. I had no recourse and they said they would hold my {$180.00} for 180 days. After that time, I called them and they said they were keeping the money. Today I received an email stating someone added their phone # to the account. My ccard #, bank account, home address and SS # are all in the account. I called to get the account closed and they told me because it is on a permanent hold that is not possible. I spoke to a manager and was told no one is allowed to close the account for me. So, I can not remove the information, receive my funds back nor close the account. They told me the account can not be used but yet someone hacked into it. 
https : //www.paypal.com/us/webapps/mpp/ua/acceptableuse-full? msclkid=ec0639babd9711ec9f22e8adbfc6a33e",
